x,y,z
36.0,-4.2,0.6
35.7,-3.9,-1.5
35.1,-3.3,-3.3
36.6,-4.8,-1.8
35.1,-5.7,-3.9
35.1,-6.9,-6.3
33.9,-5.7,-5.1
33.0,-6.6,-7.8
33.3,-6.9,-9.3
32.4,-5.4,-10.2
31.8,-4.8,-8.4
30.3,-5.7,-9.3
31.5,-5.7,-14.1
29.4,-6.0,-12.0
28.2,-4.8,-13.2
28.8,-6.0,-14.4
28.2,-5.4,-15.0
26.7,-4.5,-17.7
25.2,-6.0,-17.4
22.5,-6.3,-18.3
21.9,-7.5,-18.9
20.4,-6.6,-18.6
21.6,-5.4,-19.8
19.5,-7.5,-21.3
20.1,-6.9,-20.7
17.4,-6.6,-22.8
16.2,-7.2,-21.0
17.1,-6.3,-21.3
14.1,-8.1,-20.7
17.1,-8.7,-21.9
15.3,-6.9,-23.1
15.3,-11.7,-19.5
14.7,-10.5,-21.3
13.8,-9.6,-21.0
13.8,-12.6,-19.2
14.1,-14.1,-21.3
14.1,-12.3,-18.9
14.1,-15.9,-17.7
14.1,-15.9,-17.7
13.2,-18.6,-17.4
13.2,-18.0,-18.0
13.5,-18.3,-17.1
14.4,-18.6,-14.4
13.8,-20.4,-14.4
14.7,-20.1,-15.9
14.1,-21.9,-15.3
14.4,-22.2,-13.2
13.8,-23.4,-12.6
15.0,-24.6,-12.0
14.7,-22.5,-11.1
14.7,-24.3,-10.5
15.3,-24.3,-9.9
16.2,-25.8,-10.2
16.2,-24.6,-10.2
17.1,-24.9,-8.7
17.7,-24.9,-7.5
17.1,-23.7,-7.5
15.6,-24.0,-8.4
17.1,-24.9,-5.7
16.8,-25.8,-6.0
16.8,-25.8,-4.8
18.0,-27.6,-4.8
16.5,-26.1,-3.9
15.9,-27.3,-3.3
14.7,-28.5,-2.7
15.3,-29.7,-1.5
13.8,-27.6,-3.6
12.9,-28.5,-2.7
11.4,-27.6,-3.6
9.9,-28.5,-2.1
10.2,-29.4,-3.6
9.6,-29.4,-5.4
8.7,-28.5,-5.1
9.6,-28.8,-4.8
6.6,-29.4,-7.2
5.1,-27.9,-8.1
6.0,-29.4,-6.0
5.1,-29.1,-8.7
4.8,-27.0,-9.6
3.6,-27.0,-11.4
4.5,-25.5,-12.3
3.3,-24.3,-11.1
2.7,-23.7,-14.7
3.6,-24.0,-15.6
2.7,-21.3,-15.3
1.8,-21.0,-15.6
0.9,-20.7,-17.7
0.9,-20.1,-19.5
1.5,-17.1,-18.9
0.0,-16.2,-18.6
1.5,-16.5,-20.7
0.3,-15.9,-22.5
0.0,-13.8,-22.8
0.6,-14.4,-23.4
1.5,-12.9,-23.1
1.2,-12.0,-22.8
0.9,-11.1,-24.3
2.1,-9.9,-25.5
1.8,-7.8,-25.2
0.3,-8.1,-26.1
2.1,-8.1,-24.9
1.2,-8.4,-26.4
-0.9,-8.7,-26.1
0.3,-8.7,-26.1
0.6,-7.8,-25.8
0.3,-6.9,-27.3
-1.2,-7.2,-24.6
1.2,-6.6,-25.8
-0.3,-8.1,-25.5
0.0,-4.8,-25.8
-1.2,-4.8,-27.6
-1.5,-4.5,-26.1
-0.9,-5.1,-27.3
-1.5,-4.5,-25.5
-1.2,-4.2,-25.2
-2.7,-5.1,-26.7
-4.2,-4.2,-27.0
-4.2,-6.0,-26.4
-3.9,-4.5,-27.3
-4.2,-4.8,-27.0
-5.4,-2.4,-24.6
-6.6,-4.2,-25.2
-7.5,-2.1,-24.9
-6.9,-3.3,-25.5
-6.6,-3.6,-25.8
-10.2,-2.4,-24.6
-9.9,-3.3,-24.9
-10.5,-2.7,-24.9
-11.4,-1.2,-26.4
-11.1,-2.1,-24.9
-11.1,-1.5,-24.9
-12.6,-1.8,-24.0
-14.4,0.0,-24.6
-15.3,-0.9,-23.1
-15.9,-0.3,-23.7
-18.0,0.6,-23.4
-17.4,1.8,-24.6
-18.0,2.4,-24.0
-20.7,2.1,-20.1
-21.0,2.4,-22.2
-22.8,3.0,-22.8
-25.2,3.6,-19.2
-23.4,3.0,-21.0
-26.1,2.7,-20.1
-27.0,4.8,-18.0
-27.0,4.8,-18.0
-27.3,4.5,-18.9
-29.1,3.3,-16.5
-27.9,3.3,-17.1
-29.4,3.0,-16.8
-30.6,4.2,-15.6
-31.5,5.1,-14.1
-32.1,5.1,-14.7
-31.5,4.5,-13.5
-34.2,5.4,-12.0
-33.6,4.8,-12.6
-32.7,4.5,-11.7
-35.1,5.7,-12.3
-35.1,4.5,-11.1
-33.9,4.5,-8.1
-36.9,5.7,-9.9
-36.9,5.7,-8.1
-36.9,7.5,-6.3
-37.8,7.2,-6.6
-36.6,7.2,-4.8
-38.1,6.9,-4.5
-37.8,7.8,-4.2
-37.8,8.4,-3.6
-38.4,7.2,-1.8
-36.9,7.5,-0.9
-38.1,8.7,0.3
-37.8,7.2,1.2
-38.7,7.5,0.3
-39.9,8.7,3.3
-40.2,8.4,4.2
-38.7,9.9,5.1
-39.6,11.4,4.8
-40.8,10.8,7.2
-39.9,12.9,8.7
-40.2,12.6,8.4
-39.6,13.8,9.6
-38.7,15.3,11.7
-40.2,15.0,13.2
-39.9,16.5,14.7
-39.0,15.0,15.6
-37.2,17.4,16.8
-37.8,19.2,20.4
-37.2,19.2,20.4
-36.0,18.0,22.8
-36.0,19.8,22.8
-35.7,19.5,25.5
-33.9,19.5,26.7
-34.2,19.2,28.2
-34.2,19.8,27.6
-33.6,19.2,28.8
-31.5,20.1,29.1
-30.9,19.5,30.3
-31.8,19.8,31.2
-31.8,19.2,33.0
-29.4,20.4,31.2
-29.1,19.5,34.5
-26.1,19.5,35.1
-27.0,21.0,36.0
-24.0,22.2,35.4
-23.7,21.9,36.9
-22.2,20.4,38.4
-20.4,21.0,40.8
-20.1,20.1,39.3
-18.6,21.6,41.4
-18.0,21.0,43.2
-16.8,21.0,43.8
-13.5,18.9,44.1
-12.9,18.3,45.9
-11.7,17.7,45.3
-10.8,17.4,46.8
-7.5,15.3,46.5
-6.6,15.0,46.8
-6.0,15.0,46.8
-3.6,15.0,48.6
-1.8,11.4,48.6
-2.1,11.7,48.3
-0.9,9.9,49.5
0.0,10.8,49.2
1.5,9.3,48.3
3.6,9.6,48.0
4.5,8.7,47.7
6.0,6.6,49.2
7.8,7.2,48.6
7.8,6.6,49.2
10.8,6.0,48.6
11.4,3.6,47.4
12.3,3.9,48.9
14.4,1.8,45.6
15.6,1.2,46.2
14.7,0.9,45.3
16.5,-0.3,44.1
17.7,-0.9,42.9
18.9,-2.1,41.7
18.6,-2.4,42.6
21.9,-3.9,42.9
21.3,-3.3,40.5
21.6,-4.2,40.2
25.2,-4.2,39.6
23.7,-5.7,39.9
25.8,-4.8,37.2
27.0,-6.0,36.6
28.8,-7.8,35.4
28.8,-10.2,33.6
27.9,-9.9,32.7
30.6,-10.2,32.4
28.8,-10.8,31.2
30.6,-13.2,31.2
31.8,-12.6,27.6
31.2,-14.4,26.4
30.6,-15.6,24.6
31.5,-14.7,23.1
30.6,-15.6,23.4
31.5,-15.3,21.9
32.7,-17.1,20.1
32.7,-15.9,19.5
32.1,-17.7,17.7
32.1,-15.3,16.5
33.3,-17.1,15.9
32.1,-17.7,15.3
31.5,-18.3,15.3
30.9,-17.1,12.9
32.7,-18.3,13.5
32.1,-17.1,15.9
31.8,-18.6,12.0
33.6,-18.6,13.2
31.2,-16.8,12.0
32.1,-17.1,12.9
33.0,-18.6,14.4
32.7,-16.5,14.1
32.7,-17.7,12.9
31.8,-16.8,13.8
33.9,-17.1,15.9
34.5,-17.7,14.1
33.3,-16.5,17.1
32.4,-16.2,16.2
33.0,-16.8,17.4
32.4,-16.2,18.6
32.1,-16.5,20.7
29.7,-15.9,20.1
33.3,-16.5,20.7
30.9,-14.7,21.3
30.6,-15.6,22.8
30.6,-16.2,24.0
30.6,-15.6,24.0
29.4,-15.6,25.8
28.8,-12.6,25.8
30.3,-15.9,27.9
29.4,-15.6,27.0
29.4,-13.2,28.8
28.5,-14.7,27.9
28.8,-12.6,29.4
28.5,-12.9,29.1
28.5,-11.1,30.3
27.6,-12.6,30.6
27.9,-11.1,34.5
28.2,-11.4,32.4
27.3,-9.3,33.9
27.0,-10.2,34.2
27.6,-12.0,33.6
26.1,-11.7,35.1
25.5,-9.3,34.5
25.8,-12.6,35.4
25.8,-12.0,34.8
24.0,-13.2,36.6
22.8,-14.4,36.6
22.2,-13.2,34.8
20.7,-13.5,36.9
22.5,-14.1,35.7
21.6,-13.8,39.6
20.4,-13.2,37.2
21.0,-11.4,37.2
19.8,-11.4,39.6
20.4,-10.2,40.2
19.8,-11.4,39.0
18.6,-9.6,40.2
18.6,-9.6,40.2
18.3,-9.9,41.1
19.5,-8.1,40.5
20.1,-8.1,41.7
16.8,-6.6,42.0
18.6,-7.2,42.0
18.3,-6.3,42.9
17.4,-6.0,42.6
18.0,-6.0,42.0
17.4,-6.0,42.6
17.4,-5.4,44.4
17.1,-4.5,42.9
16.5,-5.7,43.5
15.6,-4.2,43.2
16.8,-6.0,43.8
16.8,-5.4,43.2
14.7,-6.3,43.5
15.9,-5.7,44.1
15.6,-6.0,43.8
16.5,-5.7,44.1
15.9,-4.5,44.1
15.3,-5.1,44.1
16.5,-6.9,45.3
14.7,-5.7,44.7
16.5,-7.5,45.9
15.6,-6.0,45.0
16.5,-7.5,44.1
13.5,-7.5,43.5
15.0,-9.0,43.8
15.0,-9.0,43.2
13.5,-9.3,45.3
13.5,-9.9,43.5
13.5,-12.3,44.1
13.5,-11.1,44.1
12.9,-12.9,41.1
12.0,-10.2,43.2
11.7,-12.3,42.9
12.6,-12.0,43.2
11.4,-12.0,41.4
12.9,-14.7,41.7
11.1,-14.1,40.5
11.1,-15.3,42.9
11.1,-15.3,41.1
10.2,-15.6,40.2
8.7,-16.5,41.1
7.2,-16.8,42.0
8.1,-17.1,41.1
7.5,-16.5,41.1
7.5,-18.3,41.1
7.2,-18.0,40.2
3.9,-17.1,39.9
5.4,-18.6,39.6
4.8,-17.4,40.2
4.5,-17.7,39.3
3.3,-18.9,41.1
3.9,-18.9,39.3
2.7,-18.3,39.3
1.8,-18.0,40.2
1.8,-19.2,40.8
0.3,-19.5,39.9
0.0,-20.4,40.2
-0.3,-18.3,39.9
-2.1,-18.9,39.9
-4.2,-18.0,38.4
-3.9,-19.5,40.5
-3.6,-16.2,40.8
-6.3,-17.7,39.9
-6.9,-17.7,41.1
-8.7,-16.5,40.5
-8.7,-14.7,41.1
-11.1,-14.7,41.1
-11.7,-16.5,40.5
-12.0,-14.4,40.8
-13.8,-12.6,40.8
-14.7,-11.7,40.5
-18.0,-9.0,41.4
-15.9,-7.5,41.7
-17.7,-8.1,42.3
-19.5,-6.9,41.7
-19.2,-6.0,42.0
-18.3,-3.9,42.9
-18.9,-3.9,41.1
-18.9,-2.1,42.3
-20.1,-0.3,43.5
-20.7,0.9,42.3
-21.6,1.8,42.0
-21.3,3.3,42.3
-21.9,4.5,42.3
-20.4,4.8,42.0
-21.3,6.9,42.3
-20.1,8.1,41.7
-21.9,11.1,41.1
-20.7,12.9,41.1
-22.8,14.4,42.0
-22.2,16.2,41.4
-23.1,17.7,40.5
-23.4,18.0,39.6
-23.7,18.3,38.1
-24.0,21.0,39.6
-24.9,20.1,39.3
-22.5,22.5,37.5
-25.5,22.5,35.1
-25.5,22.5,37.5
-26.1,23.1,33.9
-26.1,24.3,33.9
-27.3,24.3,35.1
-25.5,24.9,32.1
-27.0,24.6,31.2
-28.2,25.2,31.8
-28.2,24.6,30.6
-30.3,25.5,29.1
-30.0,26.4,26.4
-32.1,24.9,26.7
-32.4,25.2,25.8
-33.0,25.2,25.8
-32.4,25.2,24.6
-35.1,23.7,24.3
-34.8,24.0,22.2
-34.5,23.1,21.9
-36.3,23.1,19.5
-36.3,23.1,20.1
-36.3,21.9,20.7
-37.2,21.0,18.0
-37.8,21.0,18.6
-37.2,21.0,16.8
-37.8,19.8,16.2
-37.5,18.9,15.9
-38.1,20.1,15.3
-39.0,18.6,14.4
-39.3,17.7,14.7
-38.1,16.5,12.3
-39.0,15.0,13.2
-41.7,14.1,12.9
-38.7,12.3,12.3
-40.2,13.2,11.4
-39.9,11.1,8.7
-40.2,10.2,9.6
-41.1,9.9,9.9
-40.8,7.8,7.8
-40.2,7.8,7.2
-41.7,5.7,6.9
-40.8,5.4,6.0
-41.1,3.3,5.1
-39.3,5.7,4.5
-39.3,1.5,2.7
-38.1,2.7,2.1
-38.7,2.7,-0.3
-37.5,-0.3,-1.5
-38.1,3.3,-2.1
-37.8,7.8,-5.4
-36.3,9.3,-6.3
-35.1,11.1,-11.1
-33.9,11.7,-11.1
-31.5,13.5,-11.7
-34.2,12.6,-11.4
-30.3,12.3,-12.9
-31.2,10.8,-13.2
-30.9,9.9,-15.9
-30.3,9.9,-15.9
-30.0,10.2,-17.4
-26.1,11.7,-16.5
-29.1,9.3,-18.3
-26.1,6.9,-18.9
-26.4,7.8,-17.4
-26.7,4.5,-19.5
-26.7,3.3,-17.7
-24.9,4.5,-19.5
-26.1,4.5,-19.5
-24.9,4.5,-19.5
-23.7,5.1,-20.7
-22.5,3.9,-23.1
-21.0,2.4,-21.6
-20.7,3.9,-22.5
-20.1,3.9,-21.9
-21.0,1.2,-22.8
-18.3,2.7,-24.3
-17.4,0.0,-22.8
-16.8,-2.4,-22.8
-15.3,-3.9,-23.1
-15.3,-5.1,-21.9
-17.4,-7.2,-22.2
-17.4,-7.8,-21.0
-17.1,-8.1,-20.1
-17.7,-9.9,-20.1
-18.0,-10.2,-21.0
-18.9,-11.1,-18.3
-18.0,-10.8,-18.6
-17.4,-14.4,-18.0
-17.1,-14.7,-19.5
-14.7,-16.5,-15.9
-15.9,-17.7,-15.9
-15.3,-17.1,-15.3
-12.3,-15.9,-15.9
-13.8,-18.0,-16.8
-14.4,-17.4,-16.8
-12.9,-18.9,-16.5
-13.2,-17.4,-16.2
-13.8,-16.8,-16.8
-14.4,-18.6,-15.6
-12.9,-20.1,-15.9
-13.8,-18.0,-16.2
-13.2,-20.4,-15.0
-14.1,-20.1,-16.5
-13.2,-19.2,-15.6
-11.7,-20.1,-16.5
-11.4,-17.4,-16.2
-11.4,-19.8,-16.2
-10.2,-19.8,-16.2
-10.2,-21.0,-16.8
-6.3,-22.5,-15.3
-4.8,-25.2,-13.8
-3.9,-23.1,-14.1
-1.2,-25.8,-13.8
1.8,-27.0,-12.6
4.8,-25.2,-13.2
3.9,-25.5,-11.7
8.1,-25.5,-11.7
10.2,-24.6,-10.2
10.2,-25.8,-8.4
13.2,-28.8,-7.8
14.7,-24.9,-10.5
15.6,-25.8,-7.2
18.3,-25.5,-8.1
17.7,-23.7,-5.7
18.0,-24.6,-6.6
19.2,-24.6,-5.4
22.2,-25.2,-3.0
22.5,-22.5,-3.9
23.7,-22.5,-2.1
25.5,-23.7,-0.9
28.2,-23.4,1.8
28.5,-21.3,2.1
28.8,-21.0,3.6
28.8,-20.4,4.2
30.6,-19.2,4.2
31.2,-19.2,6.0
32.1,-17.7,6.9
32.7,-16.5,7.5
31.8,-16.2,7.8
33.3,-16.5,10.5
31.8,-17.4,10.8
32.4,-16.2,11.4
31.2,-18.0,13.2
34.5,-16.5,13.5
30.3,-18.3,14.1
31.5,-18.3,15.9
31.2,-17.4,15.0
31.8,-18.0,16.2
31.8,-15.6,17.4
29.7,-18.9,16.5
31.8,-18.0,16.8
30.0,-18.0,17.4
31.2,-18.0,19.2
29.1,-19.5,17.1
28.8,-19.2,18.0
30.0,-19.8,19.2
29.1,-19.5,17.7
28.2,-20.4,19.2
28.5,-20.7,18.3
29.1,-18.9,18.9
28.5,-21.3,19.5
29.4,-21.0,20.4
29.7,-19.5,20.1
28.5,-20.1,19.5
29.7,-19.5,19.5
28.5,-17.7,20.1
32.1,-17.1,18.9
31.2,-18.0,17.4
33.0,-18.0,19.2
32.4,-16.2,18.0
32.1,-16.5,19.5
34.2,-15.0,16.8
33.3,-12.9,16.5
35.1,-13.5,17.1
35.1,-9.9,15.3
35.7,-8.7,14.1
36.9,-8.7,12.9
38.1,-7.5,13.5
36.6,-7.2,12.0
38.1,-6.3,12.3
37.5,-5.7,11.1
38.7,-4.5,10.5
40.2,-3.6,9.0
38.4,-3.0,9.0
39.3,-1.5,6.3
39.6,-1.2,7.8
38.7,1.5,7.5
39.9,3.3,5.7
38.1,5.1,3.3
38.4,6.0,0.0
38.1,6.9,0.9
38.4,7.8,-1.2
36.6,8.4,-1.8
38.1,10.5,-3.3
36.3,11.7,-4.5
36.0,12.0,-7.2
35.7,13.5,-8.7
33.9,17.1,-8.7
32.7,15.9,-11.1
31.8,18.0,-10.8
30.0,18.6,-13.8
25.5,20.1,-12.9
27.9,19.5,-15.9
24.0,21.0,-18.0
24.0,21.0,-18.0
23.4,21.6,-18.0
21.6,21.6,-19.8
18.9,22.5,-20.7
16.8,21.0,-21.6
16.8,21.0,-22.8
13.8,21.6,-22.8
12.6,20.4,-22.2
11.4,21.0,-24.6
8.7,20.7,-25.5
8.1,20.7,-24.9
5.7,20.1,-24.9
4.5,18.3,-24.9
3.6,16.8,-26.4
2.1,14.7,-27.9
-1.2,11.4,-28.8
-2.1,12.3,-29.1
-3.0,9.6,-28.8
-5.1,8.7,-26.1
-6.0,5.4,-27.6
-9.0,5.4,-27.6
-10.5,4.5,-27.3
-11.4,4.8,-25.8
-12.6,1.2,-26.4
-14.1,-0.3,-24.9
-15.3,-0.9,-23.7
-15.6,-1.2,-24.0
-18.3,-1.5,-22.5
-19.8,-3.6,-23.4
-20.4,-6.0,-21.0
-19.8,-5.4,-19.8
-21.3,-7.5,-18.9
-22.5,-8.1,-17.7
-22.5,-9.3,-17.1
-21.6,-12.0,-18.0
-22.5,-12.3,-14.7
-22.8,-12.0,-15.0
-24.9,-13.5,-15.3
-24.0,-15.0,-13.2
-22.5,-15.3,-14.1
-24.3,-15.9,-12.9
-22.5,-16.5,-12.3
-23.1,-17.7,-11.1
-20.4,-19.2,-10.2
-21.3,-19.5,-9.3
-21.3,-19.5,-11.1
-20.1,-21.9,-9.9
-19.2,-21.0,-9.6
-19.8,-21.6,-9.6
-18.0,-22.2,-10.2
-18.0,-22.8,-9.0
-15.9,-22.5,-9.3
-15.9,-23.7,-8.7
-16.2,-24.0,-9.6
-15.6,-23.4,-10.2
-14.7,-24.3,-9.3
-14.1,-24.3,-9.3
-11.4,-24.0,-12.0
-11.1,-23.7,-11.1
-11.1,-22.5,-12.3
-11.4,-21.6,-14.4
-10.2,-22.8,-13.8
-10.8,-22.8,-15.0
-9.3,-20.7,-14.7
-8.7,-18.9,-16.5
-6.0,-20.4,-17.4
-6.3,-18.9,-18.3
-4.2,-16.8,-19.8
-4.2,-18.0,-19.8
-0.3,-15.9,-21.3
0.6,-15.0,-21.6
3.9,-14.1,-24.3
4.5,-12.3,-23.1
6.0,-12.6,-22.8
9.0,-10.2,-21.6
8.7,-11.1,-24.3
12.0,-7.8,-22.8
12.3,-9.3,-23.1
11.7,-10.5,-23.7
13.2,-9.6,-23.4
14.7,-7.5,-21.3
16.5,-8.1,-23.1
18.0,-7.2,-21.0
20.1,-5.1,-18.3
20.7,-5.1,-21.3
22.2,-5.4,-20.4
22.2,-4.2,-19.2
22.8,-4.8,-19.8
23.1,-3.9,-20.1
23.1,-3.3,-19.5
24.6,-3.0,-19.2
24.6,-1.8,-18.6
25.5,-3.3,-19.5
25.2,-2.4,-18.6
26.4,0.0,-18.0
24.0,-0.6,-18.0
22.8,-0.6,-18.6
24.9,0.3,-18.9
23.4,0.6,-19.8
23.4,-0.6,-19.2
22.8,1.2,-22.2
21.9,1.5,-21.9
20.4,1.8,-22.2
19.2,4.8,-22.8
18.6,3.6,-24.6
17.4,1.2,-24.0
15.6,2.4,-25.8
12.9,3.3,-24.3
11.7,3.3,-27.3
9.6,2.4,-27.0
9.6,4.8,-26.4
7.5,2.1,-27.9
4.5,1.5,-29.1
3.3,2.7,-27.9
1.8,3.0,-28.2
-0.6,3.0,-28.2
-4.2,3.0,-27.6
-6.9,2.7,-27.3
-9.9,2.7,-26.1
-11.4,1.2,-27.0
-15.0,2.4,-26.4
-17.4,1.2,-24.6
-20.4,0.6,-23.4
-20.1,0.3,-23.1
-21.3,0.9,-21.9
-21.9,0.3,-21.3
-25.2,-1.2,-21.0
-24.3,-0.3,-19.5
-27.6,0.0,-16.8
-27.9,-2.1,-15.9
-29.7,-1.5,-14.1
-32.7,-2.7,-14.1
-32.1,0.3,-11.7
-32.7,-0.3,-10.5
-35.7,0.3,-9.3
-33.3,2.1,-9.9
-35.1,0.9,-7.5
-35.7,-0.3,-5.1
-34.8,0.6,-4.2
-36.6,-0.6,-3.6
-37.5,2.1,-2.1
-39.0,1.2,-2.4
-40.8,3.0,1.2
-38.4,4.8,3.0
-39.0,3.0,4.2
-39.0,5.4,6.0
-39.9,6.3,6.9
-41.4,6.0,7.2
-40.8,7.2,7.8
-39.9,7.5,9.9
-39.6,10.8,10.8
-40.2,10.8,12.0
-38.1,11.7,13.5
-39.0,14.4,16.2
-37.5,14.7,17.7
-38.4,15.0,18.6
-39.0,16.2,19.2
-37.2,16.2,21.0
-34.8,15.0,24.6
-36.3,15.3,24.9
-36.6,15.6,25.8
-36.0,15.6,26.4
-33.9,18.3,29.1
-33.9,18.3,30.3
-32.4,18.6,30.0
-31.8,19.2,30.6
-31.8,19.2,33.0
-30.6,18.0,31.8
-29.4,19.8,33.6
-28.5,18.9,35.7
-28.2,18.0,36.0
-27.9,17.7,36.3
-24.3,18.9,36.9
-24.3,20.1,38.1
-23.1,20.1,41.1
-19.5,18.9,41.7
-19.2,19.2,41.4
-16.8,19.8,43.2
-16.5,20.7,42.3
-13.5,21.3,44.1
-13.2,19.8,44.4
-12.0,21.0,44.4
-10.2,21.0,44.4
-8.7,23.1,44.7
-7.5,24.9,45.3
-7.5,23.7,44.1
-3.9,24.3,45.3
-2.4,25.2,44.4
-0.3,24.9,44.7
-0.6,26.4,43.8
2.1,27.3,43.5
2.4,27.6,43.8
3.3,29.7,44.7
4.2,28.2,43.2
6.0,28.8,41.4
5.7,28.5,42.3
6.6,30.0,39.6
8.1,31.5,39.3
8.7,32.7,39.3
10.2,32.4,38.4
9.0,33.0,38.4
12.9,34.5,35.1
11.4,36.6,35.4
11.7,36.3,33.9
13.2,36.0,34.2
14.4,38.4,31.8
13.2,38.4,31.8
13.2,39.6,31.8
12.0,40.2,30.6
12.3,39.3,30.3
12.9,41.1,30.9
11.7,39.9,30.3
10.8,39.6,30.0
10.2,39.0,30.6
11.7,40.5,30.3
9.3,39.9,31.5
9.0,40.2,33.0
11.7,39.3,32.7
9.6,37.2,33.0
10.2,37.8,34.2
9.6,36.6,33.6
8.4,36.0,35.4
7.8,36.6,35.4
6.6,34.8,37.8
5.7,35.1,39.3
3.6,31.2,40.2
4.5,31.5,42.3
2.1,30.9,42.3
2.1,28.5,44.7
1.2,28.8,44.4
-0.3,27.3,43.5
-3.9,26.1,44.1
-4.8,25.2,46.2
-8.1,23.1,45.9
-9.0,22.2,46.2
-9.0,20.4,45.6
-11.7,21.3,45.9
-13.2,18.6,43.8
-14.1,17.1,45.3
-16.2,15.6,43.8
-18.0,13.8,46.2
-19.5,12.3,42.9
-20.1,12.9,44.1
-22.5,10.5,42.3
-23.4,10.8,41.4
-26.4,9.0,40.8
-27.6,7.2,39.0
-27.9,6.9,36.9
-30.0,6.6,37.2
-29.7,5.7,35.1
-33.0,4.2,33.6
-35.1,5.7,32.7
-32.1,2.7,29.1
-33.9,2.7,30.3
-34.8,0.0,28.2
-35.4,1.2,27.0
-36.9,0.3,25.5
-36.3,0.3,23.7
-38.4,-0.6,22.2
-37.5,-2.7,20.1
-39.3,-2.1,20.1
-38.1,-3.3,18.3
-37.5,-3.3,17.1
-38.4,-5.4,16.2
-36.6,-4.8,15.0
-36.0,-6.0,12.0
-37.5,-6.3,10.5
-38.7,-6.9,9.3
-38.1,-6.3,6.9
-38.4,-9.0,4.2
-36.3,-7.5,5.1
-34.8,-7.2,1.8
-35.4,-7.2,0.6
-34.5,-8.1,-1.5
-34.5,-9.9,-1.5
-34.2,-9.0,-4.8
-31.8,-8.4,-6.0
-32.1,-8.1,-6.9
-32.7,-9.9,-8.7
-31.5,-7.5,-8.7
-30.0,-7.8,-10.8
-28.2,-9.6,-13.2
-27.3,-9.9,-13.5
-26.4,-9.6,-14.4
-26.1,-8.7,-15.3
-24.9,-9.3,-16.5
-23.4,-9.6,-16.8
-21.3,-9.9,-17.1
-20.1,-8.7,-19.5
-18.9,-9.3,-21.3
-16.2,-8.4,-21.0
-15.3,-8.7,-23.1
-11.7,-8.1,-24.9
-8.4,-7.8,-23.4
-6.6,-9.0,-24.6
-5.4,-6.6,-25.2
-3.9,-8.1,-26.1
-0.3,-6.9,-26.7
-1.2,-6.0,-27.0
-0.6,-4.8,-24.6
0.6,-4.8,-25.2
3.0,-4.2,-27.6
3.0,-3.6,-26.4
3.6,-1.8,-28.2
3.6,-3.0,-26.4
6.3,-1.5,-26.7
5.7,-3.3,-27.9
7.5,-3.9,-26.1
7.8,-2.4,-26.4
9.3,-0.3,-26.1
10.2,-1.8,-28.2
10.2,-0.6,-25.8
11.1,-0.3,-26.1
11.4,-1.2,-26.4
10.2,-1.2,-25.2
11.7,-0.9,-25.5
12.3,-2.7,-24.3
12.3,-2.1,-26.1
12.3,-2.1,-25.5
13.8,-3.0,-24.6
14.1,-2.1,-24.3
13.8,-1.8,-25.8
13.8,-2.4,-24.0
14.4,-1.2,-23.4
13.5,-2.7,-23.7
13.5,-1.5,-25.5
13.5,-3.3,-24.9
13.2,-2.4,-24.6
12.3,-2.1,-25.5
12.6,-4.2,-25.8
14.1,-2.7,-25.5
13.8,-3.6,-24.6
12.0,-1.2,-25.8
11.7,-2.1,-26.7
11.4,-1.2,-26.4
12.0,-1.8,-25.2
10.2,-2.4,-27.0
10.5,-1.5,-26.7
10.2,-0.6,-25.8
9.6,-0.6,-25.8
9.3,-0.9,-27.3
9.9,-2.1,-26.7
9.0,0.0,-26.4
8.7,1.5,-27.3
9.0,0.0,-25.2
10.8,-0.6,-26.4
8.1,0.3,-27.3
10.2,0.6,-26.4
8.1,0.3,-24.9
8.1,0.9,-26.7
8.7,0.3,-27.3
9.3,0.9,-26.7
8.4,-0.6,-26.4
8.7,-0.3,-26.7
8.7,0.3,-26.7
9.0,-0.6,-26.4
9.3,-0.9,-27.3
9.6,-0.6,-25.2
10.8,0.6,-26.4
10.8,-1.8,-25.2
12.3,-1.5,-26.1
12.0,0.0,-26.4
10.2,-1.8,-26.4
12.3,-2.1,-24.9
11.4,-3.0,-24.6
12.9,-1.5,-24.3
12.3,-2.1,-25.5
11.7,-2.7,-24.3
12.6,-1.2,-25.8
12.6,-1.8,-24.6
12.6,-1.8,-25.2
12.3,-2.7,-26.1
12.6,-0.6,-23.4
12.6,-1.8,-24.0
12.3,-2.7,-25.5
12.9,-2.1,-25.5
13.5,-2.1,-24.9
12.9,-1.5,-24.3
13.5,-3.3,-26.1
13.2,-1.8,-25.2
11.4,-0.6,-25.2
13.2,-1.2,-25.2
12.6,-2.4,-25.2
11.7,-3.3,-25.5
12.3,-2.7,-27.3
12.6,-2.4,-24.6
12.3,-0.9,-25.5
12.0,-1.8,-25.8
12.6,-1.2,-26.4
10.5,-2.1,-25.5
11.1,-1.5,-26.1
10.8,-1.2,-25.2
11.4,-1.8,-25.8
11.4,0.0,-26.4
11.7,-1.5,-24.3
10.5,-0.9,-27.3
11.4,-1.8,-25.8
10.8,-2.4,-27.0
11.4,-1.2,-26.4
10.8,-1.8,-25.2
11.4,-1.2,-25.8
11.1,-2.7,-26.1
10.8,-1.8,-25.8
9.0,-1.8,-25.8
10.8,-1.8,-25.2
