I, --> Sentencia amb algunes dades no vàlides
Estructura --> $MTKG, Latitud, Longitud, Altitud, Vel. Hor. en KM/H, Hora UTC, Satel.lits, Dades GPS valides (V/I), Pressio en Pa, Temp.ext en ºC, Temp.int en ºC, Fotos fetes*Checksum 

-- Meteotek --
 Inicialitzant tasques....
 Inicialitzacio finalitzada. Indicador d'estat: 000F
 Envieu la comanda de bloqueig per parar l'execucio
$MTKG,41 41.01047 N,000 14.09873 E,9550,040.9,100905,8,V,28674,-51.1250,-11.6250,263*42
$MTKG,41 41.20235 N,000 13.99454 E,9121,066.4,100930,8,V,30555,-48.5000,-11.3750,264*49
$MTKG,41 41.36372 N,000 13.89389 E,8773,053.0,100950,8,V,32214,-46.9375,-11.1875,264*47
$MTKG,41 41.44120 N,000 13.84996 E,8602,061.6,101000,8,V,33019,-44.3750,-11.1875,265*47
$MTKG,41 41.51698 N,000 13.81143 E,8447,053.3,101010,8,V,33814,-43.8125,-11.0625,265*43
$MTKG,41 41.59422 N,000 13.76942 E,8297,047.2,101020,8,V,34555,-41.1875,-12.8750,265*45
$MTKG,41 41.66868 N,000 13.72429 E,8153,049.2,101030,8,V,35282,-40.5000,-12.8750,266*4B
$MTKG,41 41.73670 N,000 13.69489 E,8012,057.2,101040,8,V,36014,-39.1875,-12.7500,266*42
$MTKG,41 41.83576 N,000 13.66032 E,7799,032.3,101055,8,V,37133,-37.0000,-12.6250,266*4D
$MTKG,41 41.89583 N,000 13.64525 E,7664,040.2,101105,8,V,37844,-36.7500,-12.5625,267.41
$MTKG,41 41.95555 N,000 13.63322 E,7536,051.8,101115,8,V,38574,-35.3125,-12.5000,267*4A
$MTKG,41 42.00439 N,000 13.60406 E,7406,018.5,101125,8,V,39273,-34.3125,-12.3750,267*49
$MTKG,41 42.06208 N,000 13.56969 E,7277,046.6,101135,8,V,39976,-33.8750,-12.3750,268*4A
$MTKG,41 42.11577 N,000 13.55410 E,7146,047.4,101145,8,V,40697,-32.5000,-12.2500,268*40
$MTKG,41 42.16792 N,000 13.53338 E,7018,023.0,101155,8,V,41466,-31.9375,-12.1250,268*4A
$MTKG,41 42.22446 N,000 13.51370 E,6885,022.9,101205,8,V,42226,-30.5000,-12.1250,269*46
$MTKG,41 42.27749 N,000 13.49346 E,6754,028.2,101215,8,V,43008,-28.1250,-12.0000,269*43
$MTKG,41 42.32409 N,000 13.45977 E,6618,026.4,101225,8,V,43835,-27.0625,-13.9375,270*49
$MTKG,41 42.40516 N,000 13.38347 E,6416,048.5,101240,8,V,45046,-27.8750,-13.8750,270*45
$MTKG,41 42.46020 N,000 13.32685 E,6283,058.2,101250,8,V,45905,-25.3125,-13.7500,270*44
$MTKG,41 42.51336 N,000 13.27131 E,6148,036.1,101300,8,V,46748,-25.8125,-13.7500,271*4F
$MTKG,41 42.56843 N,000 13.21520 E,6016,035.3,101310,8,V,47584,-23.5000,-13.6875,271*49
$MTKG,41 42.62763 N,000 13.15921 E,5884,057.2,101320,8,V,48443,-22.5000,-13.6250,271*46
$MTKG,41 42.69746 N,000 13.09901 E,5756,058.5,101330,8,V,49301,-22.9375,-13.5625,272*47
$MTKG,41 42.76275 N,000 13.03515 E,5628,069.2,101340,8,V,50143,-20.1250,-13.5625,272*45
$MTKG,41 42.80933 N,000 12.95353 E,5502,064.7,101350,8,V,50977,-20.6875,-13.5000,272*49
$MTKG,41 42.85492 N,000 12.87027 E,5379,062.6,101400,8,V,51865,-19.6250,-13.5000,273*43
$MTKG,41 42.92677 N,000 12.74426 E,5190,056.9,101415,8,V,53152,-18.5625,-13.4375,273*47
$MTKG,41 42.96778 N,000 12.66459 E,5067,047.5,101425,8,V,54032,-17.6250,-13.3750,273*4E
$MTKG,41 43.01841 N,000 12.58793 E,4946,049.2,101435,8,V,54919,-16.5625,-13.3750,274*4C
$MTKG,41 43.07131 N,000 12.51977 E,4828,042.3,101445,8,V,55757,-15.6250,-13.3125,274*4A
$MTKG,41 43.11966 N,000 12.43530 E,4711,040.0,101455,8,V,56603,-15.8750,-13.3125,274*46
$MTKG,41 43.17615 N,000 12.35713 E,4597,060.0,101505,8,V,57508,-14.8750,-13.3125,275*4A
$MTKG,41 43.22384 N,000 12.27900 E,4481,048.8,101515,8,V,58371,-13.5625,-13.3125,275*45
$MTKG,41 43.28125 N,000 12.19997 E,4363,047.8,101525,8,V,59259,-12.4375,-13.3125,275*48
$MTKG,41 43.33828 N,000 12.13692 E,4251,068.8,101535,8,V,60150,-12.9375,-13.3125,276*44
$MTKG,41 43.39216 N,000 12.07140 E,4137,054.7,101545,8,V,61017,-1.9375,-13.3125,276*71
$MTKG,41 43.47363 N,000 11.98547 E,3968,041.9,101600,8,V,62340,-9.1250,-13.3125,276*74
$MTKG,41 43.52421 N,000 11.94239 E,3866,038.1,101610,8,V,63205,-8.0625,-13.3125,277*7D
$MTKG,41 43.58952 N,000 11.89969 E,3762,063.9,101620,8,V,64034,-8.8750,-13.3125,277*7E
$MTKG,41 43.65444 N,000 11.85212 E,3655,045.8,101630,8,V,64906,-7.2500,-13.3125,277*7A
$MTKG,41 43.71716 N,000 11.80477 E,3548,048.3,101640,8,V,65812,-6.4375,-13.3750,278*78
$MTKG,41 43.76934 N,000 11.75175 E,3446,047.3,101650,8,V,66659,-6.8125,-13.3750,278*74
$MTKG,41 43.81641 N,000 11.68898 E,3342,028.7,101700,8,V,67542,-5.3750,-13.4375,279*7C
$MTKG,41 43.86587 N,000 11.64008 E,3237,023.7,101710,8,V,68476,-4.1875,-13.4375,279*74
$MTKG,41 43.94390 N,000 11.57392 E,3088,026.7,101725,8,V,69754,-3.2500,-13.5000,279*7B
$MTKG,41 43.99151 N,000 11.53049 E,2987,047.8,101735,8,V,70626,-2.0625,-13.5000,280*7B
$MTKG,41 44.03650 N,000 11.48191 E,2885,049.1,101745,8,V,71566,-1.1250,-13.5625,280*77
$MTKG,41 44.07800 N,000 11.45148 E,2786,020.8,101755,8,V,72451,-1.8750,-13.6250,280*75
$MTKG,41 44.11840 N,000 11.42251 E,2690,026.6,101805,8,V,73303,+0.3750,-13.6250,281*72
$MTKG,41 44.16977 N,000 11.38753 E,2580,048.4,101815,8,V,74362,+0.6250,-13.7500,281*70
$MTKG,41 44.20788 N,000 11.34934 E,2468,018.9,101825,8,V,75359,+0.9375,-13.7500,281*74
$MTKG,41 44.24265 N,000 11.30518 E,2357,041.3,101835,8,V,76373,+2.1250,-13.8125,282*74
$MTKG,41 44.26315 N,000 11.25839 E,2247,015.0,101845,8,V,77466,+2.7500,-13.8750,282*7D
$MTKG,41 44.29359 N,000 11.21249 E,2137,037.8,101855,8,V,78523,+3.1250,-13.9375,282*76
$MTKG,41 44.33111 N,000 11.17962 E,2027,041.4,101905,8,V,79560,+3.8125,-12.0000,283*7B
I,$MTKG,41 44.37851 N,000 11.13102 E,1867,029.5,101920,8,V,81178,+0.0000,+00.0000,000*00
$MTKG,41 44.41516 N,000 11.09445 E,1760,017.9,101930,8,V,82242,+6.1875,-12.1875,283*7D
$MTKG,41 44.45413 N,000 11.06607 E,1652,017.0,101940,8,V,83313,+6.5000,-12.2500,284*79
$MTKG,41 44.48525 N,000 11.03476 E,1545,037.4,101950,8,V,84449,+6.7500,-12.3125,284*79
$MTKG,41 44.50606 N,000 10.99654 E,1441,012.9,102000,8,V,85513,+6.7500,-12.3750,284*79
$MTKG,41 44.52745 N,000 10.95415 E,1340,032.1,102010,8,V,86544,+7.0625,-12.4375,285*7D
$MTKG,41 44.54713 N,000 10.90522 E,1235,018.3,102020,8,V,87674,+8.1250,-12.5625,285*7A
$MTKG,41 44.57713 N,000 10.85464 E,1134,036.8,102030,8,V,88746,+8.8125,-12.6250,285*78
$MTKG,41 44.62865 N,000 10.75133 E,881,028.9,102055,8,V,91522,+8.7500,-12.8125,286*4B
$MTKG,41 44.66058 N,000 10.69176 E,679,000.0,000000,0,I,00000,+0.0000,+00.0000,000*4B

-- ATERRADA --


>> Dades noves quan s'estava buscant
$MTKG,41 44.69573 N,000 10.59651 E,264,000.0,114305,7,V,98502,+11.1875,+9.4375,158*46
$MTKG,41 44.69558 N,000 10.59661 E,264,000.1,114315,7,V,98512,+11.1875,+9.3750,158*49
$MTKG,41 44.69539 N,000 10.59600 E,264,000.5,114325,7,V,98507,+11.1875,+9.4375,158*4E
$MTKG,41 44.69518 N,000 10.59591 E,264,000.0,114335,7,V,98507,+11.1875,+9.4375,159*43
$MTKG,41 44.69501 N,000 10.59597 E,263,000.0,114345,7,V,98515,+11.1875,+9.4375,159*4E
$MTKG,41 44.69487 N,000 10.59595 E,264,000.0,114355,7,V,98515,+11.1250,+9.4375,159*48


